dataset_name,kpi,is_kpi,dtype,domain,description
marketing_reporting,customer_lifetime_value,1,int,marketing,KPI measuring customer lifetime value in marketing domain.
finance_operations_41,date,0,string,finance,Supporting attribute representing date.
realestate_construction_reliability_metrics_3,safety_compliance_rate,1,int,realestate_construction,KPI measuring safety compliance rate in realestate construction domain.
manufacturing_benchmarking,overall_equipment_effectiveness,1,int,manufacturing,KPI measuring overall equipment effectiveness in manufacturing domain.
media_entertainment_efficiency_dashboard,content_production_cost_index,1,int,media_entertainment,KPI measuring content production cost index in media entertainment domain.
education_edtech_orders,channel,0,int,education_edtech,Supporting attribute representing channel.
finance_metrics,cost_to_serve,1,float,finance,KPI measuring cost to serve in finance domain.
sales_benchmarking,quote_to_close_ratio,1,float,sales,KPI measuring quote to close ratio in sales domain.
telecom_product_analytics,region,0,string,telecom,Supporting attribute representing region.
ai_datascience_orders,model_accuracy,1,int,ai_datascience,KPI measuring model accuracy in ai datascience domain.
ecommerce_retail_claims,product_return_rate,1,int,ecommerce_retail,KPI measuring product return rate in ecommerce retail domain.
ecommerce_retail_claims_14,customer_retention_rate,1,float,ecommerce_retail,KPI measuring customer retention rate in ecommerce retail domain.
sales_marketing_trial_registry,funnel_dropoff_rate,1,int,sales_marketing,KPI measuring funnel dropoff rate in sales marketing domain.
transport_automotive_student_performance,average_trip_distance,1,float,transport_automotive,KPI measuring average trip distance in transport automotive domain.
energy_sustainability_transactions,channel,0,string,energy_sustainability,Supporting attribute representing channel.
finance_fintech_sustainability_index,country,0,int,finance_fintech,Supporting attribute representing country.
transport_automotive_shipment_tracking,country,0,date,transport_automotive,Supporting attribute representing country.
manufacturing_reporting,inventory_turnover,1,float,manufacturing,KPI measuring inventory turnover in manufacturing domain.
hospitality_travel_clinical_outcomes,segment,0,int,hospitality_travel,Supporting attribute representing segment.
banking_insurance_engagement_analytics,policy_claim_settlement_time,1,float,banking_insurance,KPI measuring policy claim settlement time in banking insurance domain.
realestate_construction_efficiency_dashboard,budget_deviation_percent,1,int,realestate_construction,KPI measuring budget deviation percent in realestate construction domain.
healthcare_pharma_usage_telemetry,clinical_trial_success_rate,1,float,healthcare_pharma,KPI measuring clinical trial success rate in healthcare pharma domain.
transport_automotive_transactions,segment,0,int,transport_automotive,Supporting attribute representing segment.
banking_insurance_engagement_analytics_31,timestamp,0,int,banking_insurance,Supporting attribute representing timestamp.
hospitality_travel_customer_segments,guest_satisfaction_score,1,float,hospitality_travel,KPI measuring guest satisfaction score in hospitality travel domain.
hr_operations,category,0,date,hr,Supporting attribute representing category.
telecom_fraud_monitoring,location,0,int,telecom,Supporting attribute representing location.
banking_insurance_customer_segments,nonperforming_assets_ratio,1,float,banking_insurance,KPI measuring nonperforming assets ratio in banking insurance domain.
media_entertainment_trial_registry,country,0,int,media_entertainment,Supporting attribute representing country.
manufacturing_adv_policy_admin,location,0,string,manufacturing_adv,Supporting attribute representing location.
devops_trends_32,incident_reopen_rate,1,int,devops,KPI measuring incident reopen rate in devops domain.
education_edtech_risk_analytics,date,0,string,education_edtech,Supporting attribute representing date.
manufacturing_historical,scrap_rate,1,int,manufacturing,KPI measuring scrap rate in manufacturing domain.
sales_monitoring_27,pipeline_velocity,1,float,sales,KPI measuring pipeline velocity in sales domain.
finance_reporting,return_on_assets,1,int,finance,KPI measuring return on assets in finance domain.
manufacturing_adv_fraud_monitoring,country,0,date,manufacturing_adv,Supporting attribute representing country.
finance_fintech_student_performance_24,timestamp,0,int,finance_fintech,Supporting attribute representing timestamp.
devops_dataset,change_failure_rate,1,int,devops,KPI measuring change failure rate in devops domain.
energy_sustainability_student_performance,timestamp,0,date,energy_sustainability,Supporting attribute representing timestamp.
media_entertainment_campaign_performance_11,engagement_per_content_type,1,int,media_entertainment,KPI measuring engagement per content type in media entertainment domain.
devops_kpi_table,segment,0,int,devops,Supporting attribute representing segment.
telecom_reliability_metrics,network_downtime_percent,1,int,telecom,KPI measuring network downtime percent in telecom domain.
supplychain_logistics_course_outcomes,date,0,int,supplychain_logistics,Supporting attribute representing date.
finance_fintech_reliability_metrics,channel,0,date,finance_fintech,Supporting attribute representing channel.
healthcare_pharma_engagement_analytics,region,0,int,healthcare_pharma,Supporting attribute representing region.
finance_fintech_student_performance,revenue,1,float,finance_fintech,KPI measuring revenue in finance fintech domain.
supplychain_logistics_course_outcomes_28,warehouse_utilization,1,float,supplychain_logistics,KPI measuring warehouse utilization in supplychain logistics domain.
manufacturing_trends_9,scrap_rate,1,int,manufacturing,KPI measuring scrap rate in manufacturing domain.
ai_datascience_claims,location,0,string,ai_datascience,Supporting attribute representing location.
hr_adv_orders_26,absenteeism_rate,1,float,hr_adv,KPI measuring absenteeism rate in hr adv domain.
sales_marketing_risk_analytics,customer_lifetime_value,1,float,sales_marketing,KPI measuring customer lifetime value in sales marketing domain.
devops_benchmarking_42,mean_time_to_recovery,1,int,devops,KPI measuring mean time to recovery in devops domain.
devops_monitoring_8,service_availability_slo,1,int,devops,KPI measuring service availability slo in devops domain.
ecommerce_retail_usage_telemetry,cart_abandonment_rate,1,int,ecommerce_retail,KPI measuring cart abandonment rate in ecommerce retail domain.
banking_insurance_clinical_outcomes_10,segment,0,string,banking_insurance,Supporting attribute representing segment.
saas_it_engagement_analytics_3,monthly_recurring_revenue,1,float,saas_it,KPI measuring monthly recurring revenue in saas it domain.
education_edtech_reliability_metrics,location,0,string,education_edtech,Supporting attribute representing location.
hospitality_travel_trial_registry,date,0,date,hospitality_travel,Supporting attribute representing date.
finance_fintech_cost_reporting,country,0,string,finance_fintech,Supporting attribute representing country.
telecom_claims_29,subscriber_churn_rate,1,int,telecom,KPI measuring subscriber churn rate in telecom domain.
logistics_historical_45,date,0,string,logistics,Supporting attribute representing date.
product_performance_20,category,0,string,product,Supporting attribute representing category.
supplychain_logistics_risk_analytics_39,on_time_delivery_rate,1,int,supplychain_logistics,KPI measuring on time delivery rate in supplychain logistics domain.
banking_insurance_product_analytics_31,risk_adjusted_return,1,float,banking_insurance,KPI measuring risk adjusted return in banking insurance domain.
media_entertainment_sustainability_index,category,0,int,media_entertainment,Supporting attribute representing category.
finance_fintech_risk_analytics,transaction_volume,1,int,finance_fintech,KPI measuring transaction volume in finance fintech domain.
telecom_orders,average_revenue_per_user,1,int,telecom,KPI measuring average revenue per user in telecom domain.
energy_sustainability_clinical_outcomes,carbon_footprint_per_unit,1,int,energy_sustainability,KPI measuring carbon footprint per unit in energy sustainability domain.
ai_datascience_efficiency_dashboard_46,data_pipeline_uptime,1,int,ai_datascience,KPI measuring data pipeline uptime in ai datascience domain.
marketing_dataset,cost_per_acquisition,1,float,marketing,KPI measuring cost per acquisition in marketing domain.
media_entertainment_shipment_tracking,channel,0,date,media_entertainment,Supporting attribute representing channel.
logistics_monitoring,location,0,date,logistics,Supporting attribute representing location.
finance_historical,working_capital_ratio,1,int,finance,KPI measuring working capital ratio in finance domain.
healthcare_pharma_sustainability_index_4,diagnosis_accuracy,1,float,healthcare_pharma,KPI measuring diagnosis accuracy in healthcare pharma domain.
ecommerce_retail_product_analytics_42,customer_retention_rate,1,int,ecommerce_retail,KPI measuring customer retention rate in ecommerce retail domain.
transport_automotive_sustainability_index,category,0,int,transport_automotive,Supporting attribute representing category.
marketing_dataset,category,0,int,marketing,Supporting attribute representing category.
energy_sustainability_fraud_monitoring,region,0,string,energy_sustainability,Supporting attribute representing region.
healthcare_pharma_sustainability_index,id,0,string,healthcare_pharma,Supporting attribute representing id.
manufacturing_adv_fraud_monitoring,segment,0,int,manufacturing_adv,Supporting attribute representing segment.
media_entertainment_sustainability_index,country,0,int,media_entertainment,Supporting attribute representing country.
logistics_performance,transportation_cost_per_unit,1,int,logistics,KPI measuring transportation cost per unit in logistics domain.
marketing_operations,category,0,int,marketing,Supporting attribute representing category.
logistics_reporting_30,delivery_lead_time,1,float,logistics,KPI measuring delivery lead time in logistics domain.
logistics_analytics,timestamp,0,int,logistics,Supporting attribute representing timestamp.
media_entertainment_claims,id,0,date,media_entertainment,Supporting attribute representing id.
manufacturing_adv_reliability_metrics,yield_rate,1,int,manufacturing_adv,KPI measuring yield rate in manufacturing adv domain.
devops_trends,automation_coverage,1,int,devops,KPI measuring automation coverage in devops domain.
manufacturing_adv_product_analytics,location,0,int,manufacturing_adv,Supporting attribute representing location.
healthcare_pharma_engagement_analytics,channel,0,date,healthcare_pharma,Supporting attribute representing channel.
manufacturing_adv_trial_registry_46,date,0,date,manufacturing_adv,Supporting attribute representing date.
cybersecurity_sustainability_index,mean_time_to_resolve,1,int,cybersecurity,KPI measuring mean time to resolve in cybersecurity domain.
energy_sustainability_student_performance,channel,0,string,energy_sustainability,Supporting attribute representing channel.
finance_fintech_product_analytics_19,segment,0,int,finance_fintech,Supporting attribute representing segment.
transport_automotive_course_outcomes,average_trip_distance,1,float,transport_automotive,KPI measuring average trip distance in transport automotive domain.
finance_analytics,return_on_assets,1,float,finance,KPI measuring return on assets in finance domain.
manufacturing_trends_31,overall_equipment_effectiveness,1,float,manufacturing,KPI measuring overall equipment effectiveness in manufacturing domain.
ecommerce_retail_campaign_performance,repeat_purchase_rate,1,float,ecommerce_retail,KPI measuring repeat purchase rate in ecommerce retail domain.
ecommerce_retail_clinical_outcomes_6,product_return_rate,1,int,ecommerce_retail,KPI measuring product return rate in ecommerce retail domain.
ai_datascience_cost_reporting_11,training_cost_per_model,1,int,ai_datascience,KPI measuring training cost per model in ai datascience domain.
cybersecurity_shipment_tracking_20,region,0,int,cybersecurity,Supporting attribute representing region.
ai_datascience_student_performance_38,prediction_latency,1,int,ai_datascience,KPI measuring prediction latency in ai datascience domain.
ai_datascience_sustainability_index,model_drift_index,1,float,ai_datascience,KPI measuring model drift index in ai datascience domain.
hr_analytics,employee_engagement_score,1,float,hr,KPI measuring employee engagement score in hr domain.
marketing_historical_19,organic_growth_rate,1,float,marketing,KPI measuring organic growth rate in marketing domain.
ai_datascience_trial_registry_50,country,0,date,ai_datascience,Supporting attribute representing country.
sales_marketing_student_performance,brand_awareness_score,1,float,sales_marketing,KPI measuring brand awareness score in sales marketing domain.
education_edtech_fraud_monitoring_14,skill_improvement_rate,1,float,education_edtech,KPI measuring skill improvement rate in education edtech domain.
banking_insurance_trial_registry_4,risk_adjusted_return,1,float,banking_insurance,KPI measuring risk adjusted return in banking insurance domain.
telecom_course_outcomes_18,country,0,int,telecom,Supporting attribute representing country.
transport_automotive_fraud_monitoring,id,0,int,transport_automotive,Supporting attribute representing id.
sales_marketing_campaign_performance,conversion_rate,1,int,sales_marketing,KPI measuring conversion rate in sales marketing domain.
education_edtech_sustainability_index,id,0,string,education_edtech,Supporting attribute representing id.
finance_analytics,working_capital_ratio,1,float,finance,KPI measuring working capital ratio in finance domain.
telecom_shipment_tracking,data_consumption_per_subscriber,1,int,telecom,KPI measuring data consumption per subscriber in telecom domain.
healthcare_pharma_risk_analytics_33,patient_satisfaction_score,1,int,healthcare_pharma,KPI measuring patient satisfaction score in healthcare pharma domain.
banking_insurance_usage_telemetry,claim_rejection_rate,1,float,banking_insurance,KPI measuring claim rejection rate in banking insurance domain.
cybersecurity_risk_analytics,id,0,int,cybersecurity,Supporting attribute representing id.
saas_it_sustainability_index,date,0,string,saas_it,Supporting attribute representing date.
education_edtech_clinical_outcomes,segment,0,string,education_edtech,Supporting attribute representing segment.
sales_marketing_policy_admin,customer_lifetime_value,1,int,sales_marketing,KPI measuring customer lifetime value in sales marketing domain.
banking_insurance_clinical_outcomes,segment,0,date,banking_insurance,Supporting attribute representing segment.
supplychain_logistics_shipment_tracking,on_time_delivery_rate,1,float,supplychain_logistics,KPI measuring on time delivery rate in supplychain logistics domain.
hr_adv_claims,country,0,int,hr_adv,Supporting attribute representing country.
telecom_efficiency_dashboard,data_consumption_per_subscriber,1,float,telecom,KPI measuring data consumption per subscriber in telecom domain.
hospitality_travel_course_outcomes,booking_cancellation_rate,1,int,hospitality_travel,KPI measuring booking cancellation rate in hospitality travel domain.
agriculture_agritech_usage_telemetry,id,0,date,agriculture_agritech,Supporting attribute representing id.
finance_fintech_trial_registry,region,0,date,finance_fintech,Supporting attribute representing region.
ai_datascience_policy_admin,training_cost_per_model,1,float,ai_datascience,KPI measuring training cost per model in ai datascience domain.
sales_operations,country,0,string,sales,Supporting attribute representing country.
manufacturing_adv_cost_reporting,region,0,date,manufacturing_adv,Supporting attribute representing region.
saas_it_orders,bug_resolution_time,1,int,saas_it,KPI measuring bug resolution time in saas it domain.
realestate_construction_policy_admin,construction_delay_index,1,int,realestate_construction,KPI measuring construction delay index in realestate construction domain.
product_benchmarking_46,dau_mau_ratio,1,int,product,KPI measuring dau mau ratio in product domain.
sales_marketing_risk_analytics,engagement_rate,1,int,sales_marketing,KPI measuring engagement rate in sales marketing domain.
finance_benchmarking,segment,0,date,finance,Supporting attribute representing segment.
finance_fintech_campaign_performance_24,loan_default_rate,1,int,finance_fintech,KPI measuring loan default rate in finance fintech domain.
public_government_clinical_outcomes,timestamp,0,date,public_government,Supporting attribute representing timestamp.
transport_automotive_course_outcomes_47,passenger_load_factor,1,int,transport_automotive,KPI measuring passenger load factor in transport automotive domain.
hr_adv_risk_analytics,internal_promotion_rate,1,float,hr_adv,KPI measuring internal promotion rate in hr adv domain.
transport_automotive_student_performance,fuel_efficiency_per_vehicle,1,int,transport_automotive,KPI measuring fuel efficiency per vehicle in transport automotive domain.
public_government_student_performance_31,policy_implementation_time,1,int,public_government,KPI measuring policy implementation time in public government domain.
devops_analytics,channel,0,string,devops,Supporting attribute representing channel.
public_government_campaign_performance_24,budget_utilization_efficiency,1,int,public_government,KPI measuring budget utilization efficiency in public government domain.
sales_performance,win_rate,1,float,sales,KPI measuring win rate in sales domain.
public_government_transactions_5,project_delivery_time,1,float,public_government,KPI measuring project delivery time in public government domain.
energy_sustainability_cost_reporting,category,0,date,energy_sustainability,Supporting attribute representing category.
finance_kpi_table,country,0,date,finance,Supporting attribute representing country.
public_government_usage_telemetry_3,citizen_satisfaction_index,1,float,public_government,KPI measuring citizen satisfaction index in public government domain.
manufacturing_benchmarking_49,channel,0,int,manufacturing,Supporting attribute representing channel.
logistics_monitoring,supply_chain_flexibility_index,1,int,logistics,KPI measuring supply chain flexibility index in logistics domain.
education_edtech_transactions,date,0,string,education_edtech,Supporting attribute representing date.
agriculture_agritech_usage_telemetry_44,soil_health_index,1,int,agriculture_agritech,KPI measuring soil health index in agriculture agritech domain.
finance_fintech_customer_segments_12,loan_default_rate,1,int,finance_fintech,KPI measuring loan default rate in finance fintech domain.
telecom_risk_analytics_19,network_downtime_percent,1,float,telecom,KPI measuring network downtime percent in telecom domain.
hospitality_travel_fraud_monitoring,booking_cancellation_rate,1,float,hospitality_travel,KPI measuring booking cancellation rate in hospitality travel domain.
finance_fintech_campaign_performance_42,category,0,int,finance_fintech,Supporting attribute representing category.
cybersecurity_reliability_metrics,segment,0,string,cybersecurity,Supporting attribute representing segment.
public_government_course_outcomes,project_delivery_time,1,float,public_government,KPI measuring project delivery time in public government domain.
hospitality_travel_campaign_performance,guest_satisfaction_score,1,int,hospitality_travel,KPI measuring guest satisfaction score in hospitality travel domain.
banking_insurance_orders_22,id,0,date,banking_insurance,Supporting attribute representing id.
ecommerce_retail_claims,cart_abandonment_rate,1,int,ecommerce_retail,KPI measuring cart abandonment rate in ecommerce retail domain.
hospitality_travel_course_outcomes,occupancy_rate,1,int,hospitality_travel,KPI measuring occupancy rate in hospitality travel domain.
sales_performance_1,revenue,1,float,sales,KPI measuring revenue in sales domain.
education_edtech_risk_analytics_26,pass_percentage,1,float,education_edtech,KPI measuring pass percentage in education edtech domain.
telecom_trial_registry,location,0,date,telecom,Supporting attribute representing location.
transport_automotive_policy_admin,on_time_trip_percent,1,int,transport_automotive,KPI measuring on time trip percent in transport automotive domain.
marketing_metrics_2,timestamp,0,string,marketing,Supporting attribute representing timestamp.
realestate_construction_fraud_monitoring,region,0,date,realestate_construction,Supporting attribute representing region.
devops_benchmarking_11,automation_coverage,1,float,devops,KPI measuring automation coverage in devops domain.
hospitality_travel_course_outcomes,country,0,date,hospitality_travel,Supporting attribute representing country.
hospitality_travel_orders_10,occupancy_rate,1,int,hospitality_travel,KPI measuring occupancy rate in hospitality travel domain.
saas_it_policy_admin,feature_adoption_rate,1,float,saas_it,KPI measuring feature adoption rate in saas it domain.
cybersecurity_claims_41,timestamp,0,int,cybersecurity,Supporting attribute representing timestamp.
agriculture_agritech_sustainability_index,soil_health_index,1,float,agriculture_agritech,KPI measuring soil health index in agriculture agritech domain.
healthcare_pharma_customer_segments,channel,0,int,healthcare_pharma,Supporting attribute representing channel.
finance_fintech_trial_registry_37,cost_to_income_ratio,1,int,finance_fintech,KPI measuring cost to income ratio in finance fintech domain.
supplychain_logistics_orders,location,0,int,supplychain_logistics,Supporting attribute representing location.
sales_benchmarking_32,gross_margin_return_on_investment,1,float,sales,KPI measuring gross margin return on investment in sales domain.
ecommerce_retail_student_performance,date,0,string,ecommerce_retail,Supporting attribute representing date.
sales_kpi_table_34,sales_cycle_length,1,int,sales,KPI measuring sales cycle length in sales domain.
manufacturing_reporting,machine_utilization,1,float,manufacturing,KPI measuring machine utilization in manufacturing domain.
healthcare_pharma_campaign_performance_29,treatment_adherence_rate,1,int,healthcare_pharma,KPI measuring treatment adherence rate in healthcare pharma domain.
realestate_construction_engagement_analytics,construction_delay_index,1,int,realestate_construction,KPI measuring construction delay index in realestate construction domain.
marketing_operations,date,0,string,marketing,Supporting attribute representing date.
ecommerce_retail_transactions_49,repeat_purchase_rate,1,float,ecommerce_retail,KPI measuring repeat purchase rate in ecommerce retail domain.
ecommerce_retail_product_analytics,customer_retention_rate,1,float,ecommerce_retail,KPI measuring customer retention rate in ecommerce retail domain.
hr_monitoring_13,training_completion_rate,1,int,hr,KPI measuring training completion rate in hr domain.
finance_fintech_clinical_outcomes,region,0,date,finance_fintech,Supporting attribute representing region.
sales_monitoring_18,pipeline_velocity,1,float,sales,KPI measuring pipeline velocity in sales domain.
hr_adv_trial_registry,date,0,int,hr_adv,Supporting attribute representing date.
energy_sustainability_customer_segments_47,energy_efficiency_ratio,1,float,energy_sustainability,KPI measuring energy efficiency ratio in energy sustainability domain.
education_edtech_product_analytics,course_completion_rate,1,int,education_edtech,KPI measuring course completion rate in education edtech domain.
finance_operations,liquidity_coverage_ratio,1,int,finance,KPI measuring liquidity coverage ratio in finance domain.
realestate_construction_transactions,segment,0,int,realestate_construction,Supporting attribute representing segment.
supplychain_logistics_efficiency_dashboard,transport_time,1,float,supplychain_logistics,KPI measuring transport time in supplychain logistics domain.
finance_fintech_claims_10,segment,0,int,finance_fintech,Supporting attribute representing segment.
hospitality_travel_customer_segments_5,channel,0,int,hospitality_travel,Supporting attribute representing channel.
saas_it_usage_telemetry_25,system_uptime_percent,1,int,saas_it,KPI measuring system uptime percent in saas it domain.
cybersecurity_course_outcomes,timestamp,0,int,cybersecurity,Supporting attribute representing timestamp.
cybersecurity_student_performance,segment,0,date,cybersecurity,Supporting attribute representing segment.
finance_fintech_efficiency_dashboard_13,revenue,1,float,finance_fintech,KPI measuring revenue in finance fintech domain.
sales_trends,pipeline_velocity,1,int,sales,KPI measuring pipeline velocity in sales domain.
supplychain_logistics_engagement_analytics,order_accuracy,1,int,supplychain_logistics,KPI measuring order accuracy in supplychain logistics domain.
supplychain_logistics_risk_analytics_31,id,0,date,supplychain_logistics,Supporting attribute representing id.
product_historical,feature_adoption_rate,1,float,product,KPI measuring feature adoption rate in product domain.
banking_insurance_customer_segments,region,0,date,banking_insurance,Supporting attribute representing region.
energy_sustainability_transactions,id,0,int,energy_sustainability,Supporting attribute representing id.
banking_insurance_product_analytics_6,customer_retention_percent,1,int,banking_insurance,KPI measuring customer retention percent in banking insurance domain.
energy_sustainability_reliability_metrics_13,renewable_energy_share,1,float,energy_sustainability,KPI measuring renewable energy share in energy sustainability domain.
manufacturing_adv_risk_analytics,production_downtime,1,float,manufacturing_adv,KPI measuring production downtime in manufacturing adv domain.
saas_it_claims,bug_resolution_time,1,float,saas_it,KPI measuring bug resolution time in saas it domain.
finance_metrics,segment,0,string,finance,Supporting attribute representing segment.
product_historical,user_churn_probability,1,float,product,KPI measuring user churn probability in product domain.
hospitality_travel_product_analytics,date,0,int,hospitality_travel,Supporting attribute representing date.
cybersecurity_risk_analytics,mean_time_to_detect,1,float,cybersecurity,KPI measuring mean time to detect in cybersecurity domain.
transport_automotive_customer_segments,passenger_load_factor,1,float,transport_automotive,KPI measuring passenger load factor in transport automotive domain.
banking_insurance_efficiency_dashboard,customer_retention_percent,1,int,banking_insurance,KPI measuring customer retention percent in banking insurance domain.
hr_reporting_13,absenteeism_rate,1,float,hr,KPI measuring absenteeism rate in hr domain.
transport_automotive_course_outcomes,country,0,int,transport_automotive,Supporting attribute representing country.
telecom_transactions,timestamp,0,int,telecom,Supporting attribute representing timestamp.
product_dataset_25,retention_cohort_index,1,float,product,KPI measuring retention cohort index in product domain.
finance_historical,region,0,string,finance,Supporting attribute representing region.
energy_sustainability_transactions,water_usage_per_unit_output,1,int,energy_sustainability,KPI measuring water usage per unit output in energy sustainability domain.
energy_sustainability_trial_registry,renewable_energy_share,1,float,energy_sustainability,KPI measuring renewable energy share in energy sustainability domain.
hospitality_travel_engagement_analytics,revenue_per_available_room,1,float,hospitality_travel,KPI measuring revenue per available room in hospitality travel domain.
agriculture_agritech_course_outcomes_22,supply_chain_delay_index,1,int,agriculture_agritech,KPI measuring supply chain delay index in agriculture agritech domain.
sales_dataset,region,0,string,sales,Supporting attribute representing region.
finance_trends,free_cash_flow,1,int,finance,KPI measuring free cash flow in finance domain.
supplychain_logistics_course_outcomes,id,0,date,supplychain_logistics,Supporting attribute representing id.
sales_kpi_table,sales_cycle_length,1,int,sales,KPI measuring sales cycle length in sales domain.
finance_dataset_6,category,0,string,finance,Supporting attribute representing category.
hospitality_travel_orders_2,channel,0,string,hospitality_travel,Supporting attribute representing channel.
banking_insurance_efficiency_dashboard,timestamp,0,string,banking_insurance,Supporting attribute representing timestamp.
supplychain_logistics_risk_analytics,warehouse_utilization,1,float,supplychain_logistics,KPI measuring warehouse utilization in supplychain logistics domain.
agriculture_agritech_course_outcomes,segment,0,int,agriculture_agritech,Supporting attribute representing segment.
banking_insurance_trial_registry_49,claim_rejection_rate,1,int,banking_insurance,KPI measuring claim rejection rate in banking insurance domain.
devops_trends_36,timestamp,0,int,devops,Supporting attribute representing timestamp.
realestate_construction_clinical_outcomes,location,0,int,realestate_construction,Supporting attribute representing location.
ai_datascience_engagement_analytics,model_accuracy,1,int,ai_datascience,KPI measuring model accuracy in ai datascience domain.
finance_dataset_24,operating_leverage,1,float,finance,KPI measuring operating leverage in finance domain.
energy_sustainability_usage_telemetry,channel,0,date,energy_sustainability,Supporting attribute representing channel.
finance_fintech_cost_reporting,roi,1,int,finance_fintech,KPI measuring roi in finance fintech domain.
sales_monitoring,gross_margin_return_on_investment,1,float,sales,KPI measuring gross margin return on investment in sales domain.
banking_insurance_product_analytics_23,policy_claim_settlement_time,1,int,banking_insurance,KPI measuring policy claim settlement time in banking insurance domain.
telecom_course_outcomes,timestamp,0,date,telecom,Supporting attribute representing timestamp.
supplychain_logistics_product_analytics_17,segment,0,date,supplychain_logistics,Supporting attribute representing segment.
cybersecurity_orders_2,mean_time_to_resolve,1,float,cybersecurity,KPI measuring mean time to resolve in cybersecurity domain.
public_government_transactions_49,timestamp,0,int,public_government,Supporting attribute representing timestamp.
hr_metrics_15,absenteeism_rate,1,int,hr,KPI measuring absenteeism rate in hr domain.
cybersecurity_shipment_tracking,mean_time_to_resolve,1,int,cybersecurity,KPI measuring mean time to resolve in cybersecurity domain.
public_government_customer_segments_25,id,0,date,public_government,Supporting attribute representing id.
media_entertainment_trial_registry_8,segment,0,date,media_entertainment,Supporting attribute representing segment.
telecom_efficiency_dashboard,date,0,int,telecom,Supporting attribute representing date.
sales_operations_4,win_rate,1,int,sales,KPI measuring win rate in sales domain.
hr_adv_sustainability_index,id,0,int,hr_adv,Supporting attribute representing id.
telecom_orders,date,0,date,telecom,Supporting attribute representing date.
energy_sustainability_claims_31,carbon_footprint_per_unit,1,float,energy_sustainability,KPI measuring carbon footprint per unit in energy sustainability domain.
hospitality_travel_policy_admin,category,0,string,hospitality_travel,Supporting attribute representing category.
finance_fintech_claims_5,loan_default_rate,1,float,finance_fintech,KPI measuring loan default rate in finance fintech domain.
product_operations_21,engagement_depth_score,1,float,product,KPI measuring engagement depth score in product domain.
hr_adv_clinical_outcomes,region,0,string,hr_adv,Supporting attribute representing region.
ecommerce_retail_course_outcomes,average_order_value,1,float,ecommerce_retail,KPI measuring average order value in ecommerce retail domain.
healthcare_pharma_efficiency_dashboard,diagnosis_accuracy,1,float,healthcare_pharma,KPI measuring diagnosis accuracy in healthcare pharma domain.
saas_it_trial_registry_15,location,0,date,saas_it,Supporting attribute representing location.
manufacturing_adv_sustainability_index,timestamp,0,date,manufacturing_adv,Supporting attribute representing timestamp.
sales_marketing_efficiency_dashboard_34,brand_awareness_score,1,int,sales_marketing,KPI measuring brand awareness score in sales marketing domain.
logistics_kpi_table_50,country,0,int,logistics,Supporting attribute representing country.
transport_automotive_transactions,fuel_efficiency_per_vehicle,1,float,transport_automotive,KPI measuring fuel efficiency per vehicle in transport automotive domain.
finance_metrics,timestamp,0,date,finance,Supporting attribute representing timestamp.
manufacturing_adv_policy_admin,production_downtime,1,float,manufacturing_adv,KPI measuring production downtime in manufacturing adv domain.
manufacturing_adv_cost_reporting,yield_rate,1,int,manufacturing_adv,KPI measuring yield rate in manufacturing adv domain.
hr_adv_risk_analytics_33,employee_turnover_rate,1,int,hr_adv,KPI measuring employee turnover rate in hr adv domain.
sales_marketing_transactions,timestamp,0,int,sales_marketing,Supporting attribute representing timestamp.
ai_datascience_claims,prediction_latency,1,float,ai_datascience,KPI measuring prediction latency in ai datascience domain.
education_edtech_fraud_monitoring,student_retention_rate,1,float,education_edtech,KPI measuring student retention rate in education edtech domain.
product_analytics_26,location,0,date,product,Supporting attribute representing location.
manufacturing_trends,order_fulfillment_time,1,float,manufacturing,KPI measuring order fulfillment time in manufacturing domain.
transport_automotive_efficiency_dashboard,channel,0,int,transport_automotive,Supporting attribute representing channel.
cybersecurity_transactions_34,country,0,date,cybersecurity,Supporting attribute representing country.
realestate_construction_transactions_47,safety_compliance_rate,1,float,realestate_construction,KPI measuring safety compliance rate in realestate construction domain.
telecom_fraud_monitoring,data_consumption_per_subscriber,1,float,telecom,KPI measuring data consumption per subscriber in telecom domain.
transport_automotive_campaign_performance,fleet_downtime_percent,1,int,transport_automotive,KPI measuring fleet downtime percent in transport automotive domain.
finance_dataset,country,0,date,finance,Supporting attribute representing country.
sales_marketing_claims,engagement_rate,1,float,sales_marketing,KPI measuring engagement rate in sales marketing domain.
healthcare_pharma_efficiency_dashboard,timestamp,0,int,healthcare_pharma,Supporting attribute representing timestamp.
hr_analytics_2,employee_engagement_score,1,int,hr,KPI measuring employee engagement score in hr domain.
logistics_performance_45,segment,0,string,logistics,Supporting attribute representing segment.
marketing_performance_15,timestamp,0,int,marketing,Supporting attribute representing timestamp.
supplychain_logistics_fraud_monitoring_34,segment,0,int,supplychain_logistics,Supporting attribute representing segment.
saas_it_claims,timestamp,0,int,saas_it,Supporting attribute representing timestamp.
devops_historical_16,date,0,date,devops,Supporting attribute representing date.
sales_performance_44,sales_growth_rate,1,int,sales,KPI measuring sales growth rate in sales domain.
media_entertainment_claims_2,content_production_cost_index,1,int,media_entertainment,KPI measuring content production cost index in media entertainment domain.
banking_insurance_orders,channel,0,date,banking_insurance,Supporting attribute representing channel.
manufacturing_adv_claims,energy_usage_per_unit,1,int,manufacturing_adv,KPI measuring energy usage per unit in manufacturing adv domain.
